,centroidx,centroidy,minor_axis_length,major_axis_length,orientation
0,2.0,67.825,5.558613182804507,9.176699814418686,-1.495484167808833
1,1.4528301886792452,127.75471698113208,4.887629524370386,14.700135703484326,-1.5706185174140566
2,4.6,39.2,1.7888543819998317,3.098386676965933,-1.2490457723982544
3,94.88235294117646,201.31932773109244,10.690313840324132,14.174139491249038,-1.5466827817450155
4,146.87640449438203,194.5,12.745674388957994,17.778916942278837,1.5707963267948966
5,200.53719008264463,159.1487603305785,10.322004105593725,14.885425596921516,1.5508692543675249
6,249.28571428571428,177.0,3.5225222874108444,5.01426536422407,1.5707963267948966
7,328.09090909090907,413.6363636363636,3.067356324605907,4.346129984141888,-1.307763117296515
8,334.6551724137931,409.0,8.826867786858177,12.590819498038398,-1.5707963267948966
9,339.33898305084745,478.7118644067797,7.554841248825389,9.947055258795737,1.5008569581908202
