,centroidx,centroidy,minor_axis_length,major_axis_length,orientation
0,10.904645476772616,25.465770171149146,20.223179394025028,60.81679660600965,-1.3690115319003768
1,15.581792318634424,67.65860597439544,22.998994354682424,40.04555226040062,-0.9350962706690076
2,17.116175156389634,146.99374441465594,26.184573094988163,57.26247981698367,1.013178764135743
3,18.602087410306588,228.51076320939336,29.884446746547088,85.53055953726727,1.0727522727621717
4,13.128170894526034,347.6275033377837,29.899820249742238,78.24352509655314,-1.2910109398839809
5,8.695810564663024,444.5336976320583,18.305893667483538,42.73304643522757,-1.17206184383847
6,29.4734375,475.909375,23.67279157860436,38.67953261821372,0.03131931413076873
7,37.306830907054874,414.53751399776036,30.961366358767147,36.721087965549806,-1.4274993584354378
8,53.261787473610134,117.5158339197748,47.24779276069194,49.0947841634402,-0.1759010973813237
9,36.321862348178136,22.576923076923077,17.404556777511694,36.13191716060991,-1.441172567622737
10,44.03220338983051,67.95423728813559,22.054622959075104,34.060730116891094,-1.363922087393501
11,49.3434554973822,284.40523560209425,29.673242658773937,41.00325049891069,-1.382401199664531
12,41.91616766467066,356.88023952095807,7.954202076863614,26.734547832066397,-1.422495770208414
13,48.78632478632478,453.0769230769231,21.004339903665407,28.37193817980028,1.5569145993697178
14,54.54216867469879,191.77710843373495,8.90033485198476,23.790434934004054,-1.2685969365437488
15,57.89041095890411,321.06849315068496,13.3568614170353,20.859020242329827,0.4768062625839136
16,64.42702702702702,366.1297297297297,11.66312820107609,20.194344689513795,-0.07997441960233936
17,66.01214574898785,237.31174089068827,11.745074893319696,26.757154744638537,-1.1368485959422021
18,76.40134529147981,420.83632286995515,15.663072753349434,36.240148435729495,1.4623843748472127
19,83.43229166666667,200.77777777777777,21.15634868484784,34.66411677411467,1.364577085070166
20,84.75395033860045,56.57336343115124,16.648602513547072,33.88054262325149,1.2672536940931238
21,93.8943488943489,460.1031941031941,14.479240899577293,35.813983648093085,-0.00518662877431061
22,88.12236286919831,321.27848101265823,15.89698700069317,18.972318642609043,-0.8612894217589793
23,123.2115107913669,181.8831654676259,60.7318464949214,82.63284918265153,0.998935491920077
24,88.05319148936171,23.351063829787233,13.251851811515051,18.037459483416566,-1.5665274741772726
25,92.6,3.613793103448276,10.263650708173996,19.10119916276725,-0.057271921006943054
26,91.11688311688312,354.97835497835496,13.790263486287724,21.32110605119217,1.5627844283454917
27,102.6774193548387,248.84615384615384,14.123367031940658,36.320267221750676,-0.7767175160904557
28,122.11209593326382,286.43117831074034,35.40210530635081,82.98633083815142,-0.7834623827603439
29,100.54208754208754,387.3097643097643,11.679999364470659,32.37564455564509,-1.0705649018114876
30,107.68137254901961,59.568627450980394,17.78551970793302,29.214807369049872,1.5661298027841506
31,110.0,100.0,12.91021872799554,32.614890559868066,-1.0550441950764609
32,116.904,133.304,16.508264128122665,19.27057610649298,-0.0660515357188315
33,123.19287833827893,7.602373887240356,17.152559483674544,25.481827242279856,-0.424701556554091
34,126.96283185840709,372.42477876106193,21.935931703241554,32.787834451683175,1.2638598275933846
35,127.42626262626263,451.6161616161616,21.71748390451033,29.02008223683777,1.4460651780854732
36,134.0744680851064,477.8758865248227,18.277046893830263,20.27674227600742,-0.07192323529696236
37,134.90763052208834,81.79116465863454,8.092112304629362,39.17621445217915,-1.1182501908913178
38,137.18269230769232,27.125,8.582416653626211,15.412919928258903,1.3552095732252665
39,162.378125,95.765625,9.69114542098386,42.05133931195704,1.1732771484739917
40,184.21335379892557,43.645433614735225,37.18681439014798,52.38575667948509,-0.5584831650892946
41,166.44,288.472,8.863440402154037,35.87390807031572,-1.248340042570794
42,178.70128022759602,331.4701280227596,44.65739237733682,48.72206907834213,0.6786899756701635
43,164.83870967741936,419.3460410557185,9.245712646777928,46.909126818706426,-1.5683566867228786
44,172.21341463414635,208.64634146341464,10.760781595901367,19.4061229512683,1.4171188475814498
45,176.74489795918367,254.93197278911563,15.461559755883824,24.19847909418035,-0.6633143719161742
46,182.3710407239819,388.3212669683258,11.043051940382378,25.479785896584023,-0.5785744253243877
47,180.47798742138366,461.40880503144655,12.314622515211196,16.413154633721437,-1.4375482000275104
48,187.93103448275863,1.206896551724138,4.112503193847125,9.216670132148066,-0.029098756077989424
49,196.02898550724638,218.20289855072463,18.355134780033698,38.284739091818565,-1.0324915950530116
50,197.4843205574913,183.55400696864112,10.667867964328394,34.2169701142459,-1.1767773690964938
51,199.2462686567164,289.7164179104478,15.593655406615866,21.886040040691448,1.3277543923802544
52,205.57184750733137,76.78592375366568,16.874841929146935,25.728479364282137,0.13159880014755737
53,204.61990950226243,419.66968325791856,15.988716486623284,17.602848042610564,0.7685806658785268
54,211.77227722772278,116.65346534653466,17.147010623095344,22.496230995589347,-1.4575489876942893
55,233.90812720848058,463.50671378091874,39.53175029567428,63.256924652643654,-0.061517747664453365
56,227.07719298245615,288.1450292397661,22.40291460947234,53.65536873269466,-0.7327234509005457
57,219.61111111111111,26.797619047619047,13.897381388227311,23.094913081734013,-1.2010073603096274
58,246.86644854253421,221.59458655562165,69.99557275609503,82.09578396696978,-0.2941364821832628
59,249.1970610399397,390.5369253956292,46.65943254901644,98.7185693921046,1.5054011614716405
60,222.69230769230768,55.73076923076923,8.820945071322189,11.26503383129915,1.3152100285975046
61,237.3664596273292,327.66149068322983,15.984585884664185,25.64233897639074,1.431183620945947
62,256.6242840778923,311.6437571592211,26.461466312239857,41.99990382624498,1.2838433105153757
63,248.9506172839506,20.85185185185185,8.311868819504731,24.8343486833551,-1.283211674735984
64,262.02901785714283,111.859375,15.977329386942564,35.69166663010584,0.5410815613867971
65,261.4448160535117,266.25752508361205,18.234198984703642,20.88308293943977,0.7324499821970908
66,261.7020202020202,151.2247474747475,18.377776014757835,27.430503731373232,1.3793229334967856
67,269.96963946869073,7.9184060721062615,20.556297348914427,34.05671834609552,-0.014880056545719847
68,303.6889400921659,73.49654377880184,41.11797054155371,86.95799856616998,0.14915285828443747
69,290.5263157894737,405.2676950998185,33.13664653261348,45.58495704354733,-0.11539098148440609
70,291.29490196078433,450.5019607843137,25.940509015692125,70.97477890167836,1.0022490806495403
71,280.5473251028807,37.65432098765432,10.729620764250232,28.81553239736782,-1.09717665176249
72,278.73809523809524,283.57142857142856,11.012108399744744,14.563447833873628,-1.4142632742372905
73,289.7450980392157,177.14705882352942,8.309238927361617,31.238524890540322,-1.0102008428014504
74,288.2047619047619,373.3666666666667,14.405352031927068,18.568459608882083,0.8692025840735499
